Subject,Key Chapter,StartVerse,EndVerse,Posnack Learning Goals (TBD)
Numbers,29,1,6,Feast of Trumpets offerings on the first day of the seventh month
Numbers,29,7,11,Day of Atonement offerings on the tenth day of the seventh month
Numbers,29,12,16,First day of the Feast of Booths offerings
Numbers,29,17,19,Second day of Booths offerings
Numbers,29,20,22,Third day of Booths offerings
Numbers,29,23,25,Fourth day of Booths offerings
Numbers,29,26,28,Fifth day of Booths offerings
Numbers,29,29,31,Sixth day of Booths offerings
Numbers,29,32,34,Seventh day of Booths offerings
Numbers,29,35,38,Eighth day (assembly) offerings
Numbers,29,39,40,Summary of prescribed offerings in addition to vows and freewill offerings
Numbers,30,1,2,Introduction: binding nature of a man’s vow to the LORD
Numbers,30,3,5,Young woman’s vow and father’s authority to confirm or nullify
Numbers,30,6,8,Married woman’s vow and husband’s authority
Numbers,30,9,9,Widow’s and divorced woman’s vows stand
Numbers,30,10,15,Further details on husband’s confirmation or annulment
Numbers,30,16,16,"Summary: statutes between a man and his wife, father and daughter"
Numbers,31,1,6,Command to take vengeance on Midian; army and Phinehas sent
Numbers,31,7,12,Midian defeated; kings and Balaam killed; captives and plunder taken
Numbers,31,13,18,Moses angry; instructions on killing males and certain women; girls spared
Numbers,31,19,24,"Purification of soldiers, captives, and plunder; bathing and waiting"
Numbers,31,25,31,Division of spoil between warriors and congregation; tribute for the LORD
Numbers,31,32,47,Detailed list and distribution of livestock and persons taken
Numbers,31,48,54,Officers present gold as an offering; memorial for Israel
Numbers,32,1,5,Reuben and Gad request land east of the Jordan for their livestock
Numbers,32,6,15,"Moses rebukes them, recalling the discouragement caused by the spies"
Numbers,32,16,19,"Reubenites and Gadites propose to fight first, then return to their land"
Numbers,32,20,27,Moses lays conditions; they agree to go armed before Israel
Numbers,32,28,32,"Command recorded and repeated to Eleazar, Joshua, and heads of tribes"
Numbers,32,33,38,Moses gives territory of Sihon and Og; cities rebuilt by Reuben and Gad
Numbers,32,39,42,Half-tribe of Manasseh takes additional towns and settles in Gilead
Numbers,33,1,4,Introduction to the list of stages from Egypt; summary of the exodus
Numbers,33,5,15,First stages: from Rameses to the wilderness of Sinai
Numbers,33,16,29,Further stages from Kibroth Hattaavah to Hashmonah
Numbers,33,30,37,Stages from Moseroth to Kadesh
Numbers,33,38,49,Stages from Mount Hor to the plains of Moab by the Jordan
Numbers,33,50,56,"Instruction to drive out inhabitants, destroy idols, and allocate land by lot"
Numbers,33,57,56,(optional placeholder if your software expects fixed rows; can be omitted)
Numbers,34,1,15,Boundaries of the land for Israel described by regions
Numbers,34,16,29,Leaders from each tribe appointed to divide the land
Numbers,35,1,8,Cities for the Levites: forty‑eight cities among the tribes
Numbers,35,9,15,Designation of six cities of refuge for manslayers
Numbers,35,16,21,Cases of intentional murder and penalty of death
Numbers,35,22,28,Unintentional killing and stay in city of refuge until high priest’s death
Numbers,35,29,34,"Legal principles for witnesses, ransom, and preserving the land from bloodshed"
Numbers,36,1,4,Concern of Manasseh’s clan about inheritance transferring by marriage
Numbers,36,5,9,Ruling: daughters must marry within their tribe so inheritance stays in tribe
Numbers,36,10,12,Daughters of Zelophehad marry their cousins within Manasseh
Numbers,36,13,13,Conclusion of Numbers: these are the commands in the plains of Moab
Deuteronomy,1,1,5,Setting and introduction: Moses’ words to all Israel in Moab
Deuteronomy,1,6,8,The LORD’s command to leave Horeb and go take the land
Deuteronomy,1,9,18,Appointment of leaders and judges to help bear the burden
Deuteronomy,1,19,25,Journey to Kadesh-barnea and the command to go up and possess the land
Deuteronomy,1,26,33,Refusal to go up; people’s fear and unbelief at the spies’ report
Deuteronomy,1,34,40,The LORD’s oath against that generation; promise to the little ones and to Joshua
Deuteronomy,1,41,46,Presumptuous attempt to go up; defeat and long stay in Kadesh
Deuteronomy,2,1,7,Turning back into the wilderness and years of wandering around Seir
Deuteronomy,2,8,15,Peaceful passing by Esau (Seir) and God’s care in the wilderness
Deuteronomy,2,16,23,Passing by Moab and Ammon; boundaries set by the LORD
Deuteronomy,2,24,31,Command to cross Arnon and begin taking Sihon’s land
Deuteronomy,2,32,37,Sihon’s refusal and Israel’s victory over him and his cities
Deuteronomy,3,1,7,Campaign against Og king of Bashan and his defeat
Deuteronomy,3,8,11,Description of Bashan and Og’s remaining territory
Deuteronomy,3,12,17,"Allocation of conquered Transjordan land to Reuben, Gad, and half-Manasseh"
Deuteronomy,3,18,22,Charge to the Transjordan tribes to cross and fight with their brothers
Deuteronomy,3,23,29,Moses’ plea to enter the land and the LORD’s refusal; charge to Joshua
Deuteronomy,4,1,8,Call to hear and obey statutes; Israel’s wisdom in keeping God’s law
Deuteronomy,4,9,14,Warning to remember what they saw at Horeb and teach their children
Deuteronomy,4,15,24,Prohibition of idolatry; God’s jealousy and uniqueness
Deuteronomy,4,25,31,"Prediction of future idolatry, exile, and ultimate mercy when seeking God"
Deuteronomy,4,32,40,No other god like the LORD; appeal to obey for life in the land
Deuteronomy,4,41,43,Designation of three cities of refuge east of the Jordan
Deuteronomy,4,44,49,Transition heading to the law; location summary east of the Jordan
Deuteronomy,5,1,5,Introduction to the covenant words spoken at Horeb
Deuteronomy,5,6,21,Repetition of the Ten Commandments
Deuteronomy,5,22,27,People’s fear at God’s voice and request for mediated speech
Deuteronomy,5,28,33,God’s approval of their fear; exhortation to walk in all His ways
Deuteronomy,6,1,3,Purpose of the commandments: fearing God and prospering in the land
Deuteronomy,6,4,9,Shema and command to love the LORD; teach words diligently to children
Deuteronomy,6,10,15,Warning against forgetting the LORD amid prosperity and idolatry
Deuteronomy,6,16,19,Do not test the LORD as at Massah; do what is right and good
Deuteronomy,6,20,25,Explaining the meaning of commandments to children; story of redemption
Deuteronomy,7,1,5,Command to destroy the nations and their idolatrous worship
Deuteronomy,7,6,11,"Israel chosen as holy, treasured people; call to love and keep commands"
Deuteronomy,7,12,16,"Blessings for obedience: fertility, health, and victory over enemies"
Deuteronomy,7,17,26,Do not fear nations; gradual conquest; destroy idols completely
Deuteronomy,8,1,6,Remember the wilderness testing and God’s discipline
Deuteronomy,8,7,10,The good land described with its abundance
Deuteronomy,8,11,18,Warning not to forget the LORD or attribute wealth to oneself
Deuteronomy,8,19,20,Consequences of forgetting and following other gods
Deuteronomy,9,1,6,You cross the Jordan against nations greater than you; not for your righteousness
Deuteronomy,9,7,14,Recalling provocation at Horeb and God’s anger
Deuteronomy,9,15,21,Golden calf episode and Moses’ smashing of the tablets and intercession
Deuteronomy,9,22,24,"Other rebellions at Taberah, Massah, Kibroth Hattaavah, and Kadesh"
Deuteronomy,9,25,29,Moses’ intercessory prayer for Israel’s sake and God’s reputation
Deuteronomy,10,1,5,Second tablets made and placed in the ark
Deuteronomy,10,6,9,Travel notes; setting apart the Levites to carry the ark and serve
Deuteronomy,10,10,11,Forty days on the mountain again; command to go and possess the land
Deuteronomy,10,12,16,"What the LORD requires: fear, love, serve, keep commands; circumcise your heart"
Deuteronomy,10,17,22,"The LORD’s greatness, justice, and love for the sojourner; Israel to imitate"
Deuteronomy,11,1,7,Call to love and obey; reminder to the generation that saw God’s works
Deuteronomy,11,8,17,Obedience brings rain and plenty; disobedience brings drought and loss
Deuteronomy,11,18,21,Lay these words on heart and home; teaching children; days multiplied in the land
Deuteronomy,11,22,25,Promise of driving out nations; every place of your foot yours
Deuteronomy,11,26,32,Blessing and curse set before them; instructions about Gerizim and Ebal
Deuteronomy,12,1,7,Centralization of worship: destroy local shrines; bring offerings to the place the LORD chooses
Deuteronomy,12,8,14,Eat and rejoice before the LORD at the chosen place; rules about eating meat
Deuteronomy,12,15,19,Permission to slaughter and eat within gates; do not eat the blood
Deuteronomy,12,20,28,When the LORD enlarges your territory; continued prohibition of blood; do what is right
Deuteronomy,12,29,32,Warning against being ensnared by Canaanite worship; do not add to or take from commands
Deuteronomy,13,1,5,False prophet or dreamer who leads to other gods to be rejected and put to death
Deuteronomy,13,6,11,Even close relatives enticing to idolatry must be resisted; severe penalty
Deuteronomy,13,12,18,"Idolatrous city to be investigated and, if guilty, devoted to destruction"
Deuteronomy,14,1,2,Israel as children of the LORD; prohibition of pagan mourning practices
Deuteronomy,14,3,21,Clean and unclean animals listed for eating
Deuteronomy,14,22,27,Tithing of produce; rejoicing before the LORD; provision for Levites
Deuteronomy,14,28,29,"Triennial tithe stored in towns for Levites, foreigners, orphans, and widows"
Deuteronomy,15,1,6,Law of release in the seventh year; remission of debts among Israelites
Deuteronomy,15,7,11,"Generosity toward the poor; open hand, not tight-fisted"
Deuteronomy,15,12,18,Hebrew slaves freed in the seventh year; provision for them on release
Deuteronomy,15,19,23,Firstborn animals devoted to the LORD; how to treat blemished firstborn
Deuteronomy,16,1,8,Passover and Feast of Unleavened Bread in the chosen place
Deuteronomy,16,9,12,Feast of Weeks (Shavuot) with rejoicing and remembrance
Deuteronomy,16,13,17,Feast of Booths (Sukkot) and appearance before the LORD three times a year
Deuteronomy,16,18,20,Appointment of judges and officials; pursue justice without partiality
Deuteronomy,16,21,22,Prohibition of Asherah poles and sacred pillars by the LORD’s altar
Deuteronomy,17,1,7,No defective animals as sacrifices; procedures for stoning idolaters
Deuteronomy,17,8,13,Cases too difficult for local courts brought to central authority; obey the decision
Deuteronomy,17,14,17,"Laws concerning a king; chosen by God; not multiplying horses, wives, or wealth"
Deuteronomy,17,18,20,King to write for himself a copy of the law and read it all his days
Deuteronomy,18,1,8,Portions and privileges of priests and Levites; no land inheritance
Deuteronomy,18,9,14,"Prohibition of occult practices: divination, sorcery, mediums"
Deuteronomy,18,15,19,Promise of a prophet like Moses to whom Israel must listen
Deuteronomy,18,20,22,Test of a true prophet versus a false prophet
Deuteronomy,19,1,7,Cities of refuge to protect one who kills unintentionally
Deuteronomy,19,8,13,Provision for additional cities if territory enlarges; no refuge for deliberate murderer
Deuteronomy,19,14,14,Do not move your neighbor’s ancient boundary marker
Deuteronomy,19,15,21,Requirement of two or three witnesses; punishment for malicious witness
Deuteronomy,20,1,4,Encouragement in warfare; do not fear because the LORD fights for you
Deuteronomy,20,5,9,"Exemptions from battle: new house, vineyard, betrothed, fearful"
Deuteronomy,20,10,15,"Procedure for besieging distant cities: offer peace, then terms if refused"
Deuteronomy,20,16,20,Total destruction of Canaanite cities; trees spared except those used for siege
Deuteronomy,21,1,9,Ritual for unsolved murder to remove bloodguilt from the land
Deuteronomy,21,10,14,Treatment of a captive woman taken as a wife
Deuteronomy,21,15,17,Rights of the firstborn son in cases of multiple wives
Deuteronomy,21,18,21,Stubborn and rebellious son and community discipline
Deuteronomy,21,22,23,Body of an executed man not left overnight; curse on one hung on a tree
Deuteronomy,22,1,4,Responsibility to care for a brother’s lost or fallen animals and property
Deuteronomy,22,5,5,Prohibition of cross-dressing
Deuteronomy,22,6,7,Law of the mother bird and her young
Deuteronomy,22,8,8,Parapet on a new house to prevent bloodguilt
Deuteronomy,22,9,12,"Laws about mixing kinds: seeds, animals, fabrics; tassels on garments"
Deuteronomy,22,13,21,Accusations against a new wife; proof of virginity; penalties
Deuteronomy,22,22,29,"Laws regarding adultery, rape, and seduction"
Deuteronomy,22,30,30,Prohibition of a man taking his father’s wife
Deuteronomy,23,1,8,Assembly restrictions for various persons; future inclusion of Edomites and Egyptians
Deuteronomy,23,9,14,Camp purity during war; keeping the camp holy
Deuteronomy,23,15,16,Protection for escaped slaves
Deuteronomy,23,17,18,Prohibition of cult prostitution and its wages in the LORD’s house
Deuteronomy,23,19,20,Interest not to be taken from fellow Israelites
Deuteronomy,23,21,23,Vows to the LORD must be fulfilled
Deuteronomy,23,24,25,Eating from a neighbor’s field or vineyard without harvesting to take away
Deuteronomy,24,1,4,Law concerning divorce and remarriage to the first husband
Deuteronomy,24,5,5,Newly married man exempt from war for one year
Deuteronomy,24,6,7,Restrictions on taking millstones as pledge and kidnapping
Deuteronomy,24,8,9,Care in cases of skin disease; remember Miriam
Deuteronomy,24,10,13,Humane practice in taking pledges from the poor
Deuteronomy,24,14,15,Pay wages daily; do not oppress hired workers
Deuteronomy,24,16,16,"Children not put to death for parents, nor parents for children"
Deuteronomy,24,17,18,Justice for the foreigner and fatherless; remember Egypt
Deuteronomy,24,19,22,"Gleaning laws for poor, foreigner, orphan, and widow"
Deuteronomy,25,1,3,Limiting flogging as punishment; dignity of the offender
Deuteronomy,25,4,4,Do not muzzle an ox while it treads out the grain
Deuteronomy,25,5,10,Levirate marriage and the duty of a brother-in-law
Deuteronomy,25,11,12,Law about a woman seizing a man’s private parts in a fight
Deuteronomy,25,13,16,Honest weights and measures
Deuteronomy,25,17,19,Remember what Amalek did; command to blot out Amalek
Deuteronomy,26,1,11,Firstfruits offering with historical confession of God’s deliverance
Deuteronomy,26,12,15,"Third-year tithe declaration for Levite, foreigner, orphan, and widow"
Deuteronomy,26,16,19,"Affirmation of the covenant: Israel as the LORD’s treasured people, called to obedience"
Deuteronomy,27,1,8,Command to set up stones with the law written on Mount Ebal and build an altar
Deuteronomy,27,9,10,Call for Israel to become the LORD’s people and obey His voice
Deuteronomy,27,11,13,Tribes appointed to stand on Mount Gerizim and Mount Ebal
Deuteronomy,27,14,26,Series of curses proclaimed on various hidden sins; people answer 'Amen'
Deuteronomy,28,1,6,"Blessings for obedience: blessed in city and field, fruit of body and ground"
Deuteronomy,28,7,14,"Further blessings: victory over enemies, abundant prosperity, head and not tail"
Deuteronomy,28,15,19,"Beginning of curses for disobedience: cursed in city and field, in basket and kneading bowl"
Deuteronomy,28,20,35,"Curses of confusion, disease, drought, and defeat before enemies"
Deuteronomy,28,36,48,"Exile to a foreign nation, yoke of iron, and service of enemies"
Deuteronomy,28,49,57,"Siege, famine, and extreme horrors including cannibalism"
Deuteronomy,28,58,68,"Long-lasting plagues, scattering among nations, fear and no rest"
Deuteronomy,29,1,9,Review of the LORD’s deeds in Egypt and wilderness; call to keep the covenant
Deuteronomy,29,10,15,Covenant made with those present and those not yet born
Deuteronomy,29,16,21,Warning against idolatry and root of bitterness in Israel
Deuteronomy,29,22,28,Future generations and nations ask why; answer: because they forsook the covenant
Deuteronomy,30,1,10,Promise of restoration when Israel returns to the LORD with all the heart
Deuteronomy,30,11,14,The commandment is not too hard or far off; it is very near
Deuteronomy,30,15,20,"Life and death, blessing and curse set before them; choose life"
Deuteronomy,31,1,6,Moses encourages the people and announces Joshua as successor
Deuteronomy,31,7,13,Charge to Joshua; command to read the law publicly every seven years
Deuteronomy,31,14,23,The LORD appears in the tent; Joshua commissioned; prediction of Israel’s future unfaithfulness
Deuteronomy,31,24,27,Moses finishes writing the law; book placed beside the ark as witness
Deuteronomy,31,28,30,Moses summons elders; introduction to the song as witness
Deuteronomy,32,1,4,Opening of Moses’ song: calling heaven and earth to listen; God’s perfection
Deuteronomy,32,5,14,The LORD’s care for Israel depicted as an eagle and provider
Deuteronomy,32,15,18,Jeshurun grows fat and forsakes God; idolatry described
Deuteronomy,32,19,25,Lord’s response: hiding His face; calamities and enemies sent
Deuteronomy,32,26,33,Threat of scattering; nations misread Israel’s weakness; their rock is not our Rock
Deuteronomy,32,34,38,Vengeance and recompense belong to the LORD; their false gods cannot save
Deuteronomy,32,39,43,The LORD alone kills and makes alive; calls nations to rejoice with His people
Deuteronomy,32,44,47,Moses exhorts the people to set their hearts on these words and teach their children
Deuteronomy,32,48,52,Command for Moses to go up Mount Nebo and view the land; he will die there
Deuteronomy,33,1,5,Introduction to Moses’ blessing; the LORD came from Sinai and loved His people
Deuteronomy,33,6,7,Blessings for Reuben and Judah
Deuteronomy,33,8,11,Blessing for Levi’s teaching and priestly role
Deuteronomy,33,12,12,Blessing for Benjamin as dwelling securely by the LORD
Deuteronomy,33,13,17,Blessing for Joseph (Ephraim and Manasseh) with fruitfulness and strength
Deuteronomy,33,18,19,Blessing for Zebulun and Issachar in going out and tents
Deuteronomy,33,20,21,Blessing for Gad as dwelling like a lion
Deuteronomy,33,22,22,Blessing for Dan as a lion’s cub
Deuteronomy,33,23,23,Blessing for Naphtali full of favor
Deuteronomy,33,24,25,Blessing for Asher with strength and favor
Deuteronomy,33,26,29,Final praise of the LORD and declaration of Israel’s blessedness
Deuteronomy,34,1,4,Moses goes up Mount Nebo; the LORD shows him the whole land
Deuteronomy,34,5,8,Death of Moses in Moab; burial by the LORD; mourning thirty days
Deuteronomy,34,9,12,Joshua full of the spirit of wisdom; no prophet like Moses since
